query_id,doc_id,rank,score
78452FF4-94D7-422C-9283-A14615C44ADC,ad3b7178-06d0-4b64-9748-844eb19f5a11,1,0.08750919203989667
78452FF4-94D7-422C-9283-A14615C44ADC,79fa612b-b665-4b80-8ab8-3c1b87bc6d33,2,0.08750919203989667
78452FF4-94D7-422C-9283-A14615C44ADC,282dc79d-df9b-4b1b-8284-f341da163925,3,0.07939513733106109
78452FF4-94D7-422C-9283-A14615C44ADC,b7dd07b2-579c-4d43-9050-f40fc95c29b9,4,0.07939513733106109
78452FF4-94D7-422C-9283-A14615C44ADC,1d759d50-261a-44a0-bf29-b76cf06711c9,5,0.045406563722824665
78452FF4-94D7-422C-9283-A14615C44ADC,f297c25b-30f7-4326-afcb-9d875e1e1529,6,0.045406563722824665
78452FF4-94D7-422C-9283-A14615C44ADC,f2c966dc-f3fe-48b2-8506-e65425167c45,7,0.026383361530862962
78452FF4-94D7-422C-9283-A14615C44ADC,73f2a198-6581-4459-b5d7-62dd38100cbc,8,0.026383361530862962
78452FF4-94D7-422C-9283-A14615C44ADC,5ea63876-c812-4630-8f29-d081e6c30504,9,0.02198291686373021
78452FF4-94D7-422C-9283-A14615C44ADC,a2178c46-5fcd-4d35-abdd-9df0bd6d382b,10,0.02198291686373021
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,d05f1068-4b1d-4281-9d25-ce6386a8fd65,1,0.5538270535277189
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,29de2455-dc43-4ea1-82a6-e87771f68d3e,2,0.5538270535277189
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,fa229007-a380-49c6-9b3e-6a1d14e3ea9a,3,0.1365622502461519
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,388a783a-f51d-45cf-a97f-64dcec7b08f9,4,0.1365622502461519
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,fd29b7c3-2d42-4d47-a5ab-d6c38c971932,5,0.11474960000923139
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,7bc4390c-10c0-4031-abf7-5a4efb3469f9,6,0.11474960000923139
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,1fe5398d-4e70-47ce-a4b5-31979e4dbfb8,7,0.1104670479536523
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,1b8fec9f-ec34-4014-a513-5d8dc8773f50,8,0.1104670479536523
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,44a0fb2b-31f4-43e5-a9d5-c2be3a103d70,9,0.053835632054650834
A1B2C3D4-E5F6-7890-ABCD-EF1234567890,88fd80f1-0d3b-44f4-abfb-06eef9a73119,10,0.053835632054650834
F0E1D2C3-B4A5-9687-7654-321098765432,c74ea5e7-44dd-4ae8-a637-c665b52f4b02,1,0.2331443220538129
F0E1D2C3-B4A5-9687-7654-321098765432,0dc5dafd-8260-48b5-860e-27b4a8151ced,2,0.2331443220538129
F0E1D2C3-B4A5-9687-7654-321098765432,8f32c3a2-f819-42d1-be50-71e3db1f0a8e,3,0.06509390271950295
F0E1D2C3-B4A5-9687-7654-321098765432,6cf79722-8e78-4a4e-b735-aed7c23e1521,4,0.06509390271950295
F0E1D2C3-B4A5-9687-7654-321098765432,c281f833-11cc-451b-9cce-bc908916630f,5,0.05955223137083347
F0E1D2C3-B4A5-9687-7654-321098765432,5218d9e8-1eb0-4e33-ac29-9c31bd79b9b4,6,0.05955223137083347
F0E1D2C3-B4A5-9687-7654-321098765432,854c1b82-6fb4-40f7-a836-4b0b2aadf214,7,0.03686020989416691
F0E1D2C3-B4A5-9687-7654-321098765432,0ea88c3a-a61a-4eb9-8ddc-1c15f3383d85,8,0.03686020989416691
F0E1D2C3-B4A5-9687-7654-321098765432,c637c4e1-52b8-4c1d-94c3-099c3c99a018,9,0.028823063364961366
F0E1D2C3-B4A5-9687-7654-321098765432,3b694e4b-2404-4151-a9e0-9cb1589ed409,10,0.028823063364961366
